title,link,time,content
"포스코, 동반성장 기부금 200억원 출연",http://finance.daum.net/news/20181111230204749,1111,"[한국경제TV 임동진 기자]
포스코가 대·중소기업의 상생협력을 통해 건강한 산업생태계를 조성하고, 경영이념인 '더불어 함께 발전하는 기업시민' 정신 실현을 위해 '동반성장 기부금' 200억 원을 출연키로 했습니다.
포스코는 이 기금을 향후 5년간 '산업혁신운동'과 '대·중소 상생형 스마트공장 지원 사업'에 지원할 예정입니다.
산업혁신운동은 대한상공회의소와 대·중소기업·농어업협력재단 등이 공동으로 주관하며, 중소기업의 생산성 향상을 지원하는 동반성장 사업입니다.
지난 2013년 8월부터 올해 7월까지 1단계를 완료했고, 현재는 2023년까지 2단계를 진행 중입니다.
1단계 사업에는 총 879개 중소기업이 참여했습니다.
참여기업들은 총 1,660건의 개선과제를 수행했으며 그 결과 불량률, 생산효율 등의 성과지표가 참여전과 비교해 평균 20% 이상 개선되는 성과를 거두었습니다.
이번에 새로 추진하는 대·중소 상생형 스마트공장 지원 사업은 정부와 1:1로 사업비를 매칭해 중소벤처기업부 산하 '민관합동 스마트공장 추진단'에 기금을 출연하는 형태로 진행됩니다.
중소·중견기업의 경영 현실에 적합한 다양한 형태의 스마트공장을 도입하도록 함으로써 제조현장의 경쟁력을 높여주는 것이 목표입니다.
포스코는 두 사업 모두 중소기업중앙회 등 유관기관과 함께 심의해 지원대상을 선정할 예정입니다.
임동진기자 djlim@wowtv.co.kr"
"[가상화폐 뉴스] 11월 11일 23시 00분 비트코인(-0.5%), 스트리머(4.44%), 비트코인 골드(-2.26%)",http://finance.daum.net/news/20181111230123745,1111,"[한국경제TV 라이온봇 기자]


[그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원)


현재 암호화폐 거래소 ""코인원""에 따르면 가상화폐 대장 격인 비트코인의 시세는 24시간 전 대비 36,000원(-0.5%) 하락한 7,231,000원에 거래되고 있다.

비트코인을 제외한 가상화폐 동향은 대부분 하락세를 보이고 있다.

스트리머은 24시간 전 대비 4.44% 상승한 47원에 거래되고 있다.

한편, 가장 큰 하락세를 보이는 가상화폐는 비트코인 골드이다. 비트코인 골드은 24시간 전 대비 -2.26% 하락한 39,000원에 거래되고 있다.

또한, 아이오타(-1.81%, 542원), 오미세고(-1.6%, 3,700원), 라이트코인(-1.44%, 58,250원), 퀀텀(-1.36%, 4,350원), 제로엑스(-1.24%, 799원), 리플(-1.22%, 569원), 이더리움 클래식(-1.11%, 10,670원), 비트코인 캐시(-0.97%, 613,500원), 이오스(-0.82%, 6,070원), 카이버 네트워크(-0.68%, 439원), 이더리움(-0.54%, 239,300원)은 하락세를 나타냈다.

질리카는 24시간 전 대비 변동폭이 없었다.

한편 거래금액 기준으로는 비트코인, 리플, 비트코인 캐시 순으로 가장 활발한 거래를 보이고 있다."
"""해외직구품 국내 재판매 불법""..관세청, 집중 점검",http://finance.daum.net/news/20181111224503626,1111,"관세청은 오는 28일까지 중국 광군제 등 해외직구 급증 시기에 맞춰 불법 물품 유통에 대한 집중 모니터링을 할 예정이라고 밝혔습니다.
주요 점검 대상 가운데 하나는 해외직구 물품을 국내에서 다시 판매하는 행위입니다.
관세청은 해외직구 물품의 경우 개인이 직접 사용할 것을 조건으로 면세받았기 때문에 국내에서 판매하면 관세포탈죄 등에 따라 처벌받을 수 있다고 설명했습니다.
수입에 필요한 허가·승인 등을 받지 않은 물건을 들여와 파는 행위도 모니터링 대상입니다.
관세청은 또 11번가, 중고나라를 비롯한 온라인마켓과 합동으로 야간이나 휴일 등 취약 시간대에 이뤄지는 온라인 불법 물품거래도 살펴볼 계획입니다.
[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]"
'삼성바이오 분식회계'..14일 결론 전망,http://finance.daum.net/news/20181111223302538,1111,"[앵커] 금융위원회 산하 증권선물위원회가 이번 주, 삼성바이오로직스의 분식회계 혐의에 대해 결론을 내릴 것으로 보입니다.
고의 분식회계로 결론이 나면 삼성바이오로직스 주식은 거래가 정지되고, 상장폐지 심사 대상에 오르게 돼 상당한 후폭풍이 예상됩니다.
최아영 기자가 보도합니다.
[기자] 지난달 31일 삼성바이오로직스의 분식회계 의혹을 심의하기 위해 열린 금융위원회 산하 증권선물위원회 정례회의.
조사 담당인 금융감독원과 제재 대상인 삼성바이오로직스 모두 출석했습니다.
[김태한 / 삼성바이오로직스 사장 (지난달 31일) : 최선을 다하겠습니다. (금감원 재감리 결과에 대해 어떤 부분이 잘못됐다고 생각하는지 자세히 말씀 부탁 드립니다.) 그건 저희 회사도 충분히 이해하고 있으니까….]
양측이 팽팽히 맞서면서 13시간 동안 회의가 이어졌지만, 결론을 내는 데는 실패했습니다.
이에 따라 오는 14일 다시 열리는 증권선물위원회 정례회의에서 판가름날 가능성이 커졌습니다.
핵심 쟁점은 삼성바이오로직스가 지난 2015년 삼성바이오에피스를 종속회사에서 관계회사로 바꾸는 과정에서의 고의성 여부입니다.
삼성바이오로직스는 삼성바이오에피스를 관계회사로 바꾼 뒤 2조 7천억 원대 평가차익을 거뒀습니다.
금감원은 삼성바이오로직스가 유리한 증시상장 등을 위한 '고의 분식회계였다'고 주장하는 반면, 삼성바이오로직스 측은 국제회계기준에 따라 적법하게 회계 처리해 문제가 없다는 입장을 고수하고 있습니다.
이런 가운데 더불어민주당 박용진 의원은 고의 분식회계 정황이 담긴 문건을 공개하면서 논란은 새로운 국면을 맞았습니다.
이재용 삼성전자 부회장의 승계를 돕기 위해 삼성물산과 제일모직 합병 과정에서 제일모직이 보유하고 있는 삼성바이오로직스의 가치를 5조 원가량 부풀렸다는 겁니다.
[박용진 / 더불어민주당 의원 (지난 7일) : 삼성물산과 삼성바이오로직스가 제일모직 주가의 적정성 확보를 위해 고의로 분식회계를 한 것이며, 이는 제일모직과 삼성물산 합병을 사후적으로 정당화하기 위한 것임을….]
증권선물위원회가 고의 분식회계로 판단해 검찰 고발할 경우 삼성바이오로직스의 주식 거래는 정지되고 상장폐지 실질심사 대상에 오르게 됩니다.
지난해 말 기준 삼성바이오로직스 소액주주 8만여 명이 가진 주식은 천4백만 주, 5조2천억 원 규모로 상장 폐지될 경우 시장에는 큰 파장이 예상됩니다.
YTN 최아영[cay24@ytn.co.kr]입니다.
[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]"
"[가상화폐 뉴스] 11월 11일 22시 30분 비트코인(-0.28%), 스트리머(6.67%), 비트코인 골드(-2.26%)",http://finance.daum.net/news/20181111223120523,1111,"[한국경제TV 라이온봇 기자]


[그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원)


현재 암호화폐 거래소 ""코인원""에 따르면 가상화폐 대장 격인 비트코인의 시세는 24시간 전 대비 20,000원(-0.28%) 하락한 7,240,000원에 거래되고 있다.

비트코인을 제외한 가상화폐 동향은 대부분 하락세를 보이고 있다.

스트리머은 24시간 전 대비 6.67% 상승한 48원에 거래되고 있다.

한편, 가장 큰 하락세를 보이는 가상화폐는 비트코인 골드이다. 비트코인 골드은 24시간 전 대비 -2.26% 하락한 39,000원에 거래되고 있다.

또한, 오미세고(-1.6%, 3,700원), 라이트코인(-1.44%, 58,250원), 이더리움 클래식(-1.39%, 10,640원), 제로엑스(-1.11%, 800원), 리플(-0.7%, 571원), 카이버 네트워크(-0.68%, 439원), 아이오타(-0.55%, 547원), 이더리움(-0.54%, 239,800원), 이오스(-0.49%, 6,090원), 퀀텀(-0.45%, 4,390원)은 하락세를 나타냈다.

비트코인 캐시, 질리카는 24시간 전 대비 변동폭이 없었다.

한편 거래금액 기준으로는 비트코인, 리플, 비트코인 캐시 순으로 가장 활발한 거래를 보이고 있다."
자동차보험료 올해 안에 3% 오를 듯..손보사들 인상준비 돌입,http://finance.daum.net/news/20181111223001510,1111,"[앵커] 올해 안에 자동차 보험료가 3% 정도 오를 것으로 보입니다.
보험사들은 정비 요금이 올랐고, 올여름 무더위로 사고가 늘면서 보험료가 많이 지급돼 인상이 불가피하다고 주장하고 있습니다.
신윤정 기자가 보도합니다.
[기자] 손해보험사들이 이번 달 또는 다음 달 중에 자동차 보험료를 올리기 위한 준비에 돌입했습니다.
가장 먼저 업계 6위인 메리츠 화재가 최근 보험개발원에 보험료율 검증을 의뢰했습니다.
삼성화재와 현대해상 등 대형 업체들도 연내 인상을 위해 필요한 자료 준비를 끝내고, 조만간 요율 검증을 의뢰할 것으로 알려졌습니다.
[대형 손해보험사 관계자 : 인상 요인이 있어서 저희도 연내로는 인상할 거 같은데 아직 정확한 시기나 몇 퍼센트까지 할지는 아직 결정된 건 없어요.]
인상 폭은 3% 안팎이 유력합니다.
지난 6월 국토교통부가 적정 정비요금을 공표하면서 2% 정도의 보험료 인상을 예상했는데, 실제 정비업체와의 재계약에서 이보다 더 비싼 요금으로 재계약한 이유가 가장 큽니다.
손해보험사 관계자는 정비요금은 원가에 해당한다며, 원가가 오른 만큼 가격을 올리는 것은 불가피한 일이라고 말했습니다.
여기에 올여름 기록적인 폭염으로 교통사고가 늘면서 손해율이 높아졌고, 최저 임금 인상으로 합의금이 오른 것도 인상 요인으로 꼽힙니다.
그러나 업계의 출혈경쟁으로 인한 적자 누적의 책임을 소비자에게 고스란히 떠넘기는 게 아니냐는 지적도 나옵니다.
[조남희 / 금융소비자원 대표 : 보험 운영의 경영 효율화를 통해서 극복될 수 있는 부분은 아닌지 감독 당국의 비용 산출 구조를 좀 더 검토해 볼 필요가 있다.]
금융당국은 업계의 자구 노력을 전제로 한 적정 수준의 인상인지를 확인하면서, 보험금 누수를 최소화하는 방안도 내년 초 내놓을 예정입니다.
YTN 신윤정[yjshine@ytn.co.kr]입니다.
[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]"
"정의선 현대차 부회장 ""수소에너지, 글로벌 경제 성공 견인할 것""",http://finance.daum.net/news/20181111222401480,1111,"정의선 현대자동차그룹 수석부회장이 ""수소에너지가 교통 부문을 넘어 글로벌 경제의 성공을 견인할 것으로 확신하고 있다""고 강조했습니다.
현대차그룹은 지난 6일 싱가포르 카펠라 호텔에서 '무공해 사회 구현과 지속가능 성장'을 주제로 토론회를 열었다고 오늘(11일) 밝혔습니다.
정 부회장은 ""최근 UN은 2030년까지 전세계 이산화탄소 배출량을 2010년 수준의 45%를 감소시키지 않으면 재앙을 피하기 어렵다고 경고하고 있다""며 ""수소 에너지는 청정 에너지 사회로의 전환에 핵심적 역할을 하게 될 것""이라고 말했습니다.
이미지
토론회에 참석한 벤 웨이 맥쿼리 아시아 CEO는 ""정부나 정책 입안자들은 신재생에너지에 대한 일관성 있는 정책으로 시장에 확신을 주고, 신재생 산업 분야로 자금이 꾸준히 유입되도록 유도해야 한다”고 말했습니다.
파라그 카나 퓨처맵 대표는 ""공유경제, 신재생 에너지 등 친환경 비즈니스가 발달함에 따라 도시의 생산성을 높여주는 선순환 구조를 가져다 줄 것""이라고 예측했습니다.
또, 김세훈 현대차 연료전지사업부 상무는 ""자동차에 대한 무공해 동력원은 전기차와 수소전기차 뿐""이라며 ""현대차그룹은 이 두 기술을 함께 공존 발전시켜 나갈 것""이라고 말했습니다.
행사에는 니콜라스 스턴 영국 왕립경제협회 회장이 사회를 보고 벤 웨이 맥쿼리 아시아 CEO, 파라그 카나 퓨처맵 대표 등이 패널로 참가해 미래 에너지 분야를 전망하고 에너지 전환에서 수소에너지의 역할 등을 토론했습니다. "
"""경제의 뿌리 흔들려..위기 논쟁은 한가한 말장난""",http://finance.daum.net/news/20181111221925449,1111,"[경향신문] ㆍ김광두 국민경제자문회의 부의장, 페이스북에 글 올려
김광두 국민경제자문회의 부의장(사진)이 11일 “실물이 어렵다. 경제의 뿌리가 흔들리고 있는 것”이라고 밝혔다. 국민경제자문회의는 대통령에게 경제정책을 자문하는 기구다.
김 부의장은 이날 자신의 페이스북에서 “위기 논쟁은 한가한 말장난”이라며 이같이 밝혔다.
그는 “(현재 상황은) 경기지표로 보면 2009년 봄, 고용은 2000년 봄 수준으로 평가되고 있다. (당시는) 글로벌 금융위기, 외환위기 기간에 있었던 상황이었다”며 “그때는 금융·외환의 어려움이었고 실물은 건전했다. 그래서 극복했다”고 적었다. 이어 “현재는 실물이 어렵다. 경제의 뿌리가 흔들리고 있는 것”이라고 진단했다.
김 부의장은 “생산능력을 증대시키거나 생산성을 제고하는 설비투자가 올 2분기에는 전년 동기 대비 마이너스 5.9%, 3분기에는 마이너스 13.7%로 지속적인 감소 추세를 보이고 있다”면서 “동시에 제조업의 생산능력지수도 지난 3월 이후 전년 동월비로 7개월째 연속 감소하고 있다”고 말했다. 그는 “투자와 생산능력이 감소하고 있는데 공장 가동률마저 낮아지고 있다는 것은 제조업의 동력이 점차 약해지고 있다는 증거”라며 “감소와 하락의 악순환에서 벗어나지 못하면 일자리 감소는 필연이고, 세원이 약해져 복지 증대를 지속하기도 어려워진다”고 우려했다.
김 부의장은 “현재까지는 반도체와 석유화학제품, 건설기계 등의 수출이 경제성장률을 그나마 2.6% 수준에서 유지하고 있으나, 미·중 무역전쟁이 지속되고 반도체 가격이 내년 초쯤부터 정상 수준으로 하락하면 이것마저 흔들릴 수 있다”고 경고했다.
김 부의장은 “이번에 경제정책을 맡게 된 분들의 어깨가 무겁다”며 “어려움을 극복할 수 있는 세계 경제질서에 적합한 정책들을 기대해 본다”고 말했다.
임지선 기자 vision@kyunghyang.com"
"[미리보는 이데일리 신문] ""광주형 일자리 성공 땐 해외진출 기업 돌아온다""",http://finance.daum.net/news/20181111221455409,1111,"[이데일리 김종호 기자] 다음은 12일자 이데일리 신문 주요 기사다.
△1면
- “광주형 일자리 성공 땐 해외진출 기업 돌아온다”
- “홍남기·김수현 2기 경제팀 제조업 경쟁력부터 강화해라”
- 삼성 폴더블폰, 내년 상반기에 100만대 우선 출시
- 송이버섯 답례로 북에 귤 200t 선물
△줌인&
- “기업 근본 바꾸는 게 혁신”..3M맨, LG 혁신 전도사로
- 응급실 폭행 구속수사 원칙..‘형량하한제’ 도입도 추진
△새 경제팀 ‘투자·고용쇼크 탈출’ 과제
- 소득주도·혁신성장 ‘J노믹스 틀’속..경제활력 되찾기 ‘속도전’ 강조
- 경제부총리가 사령탑..‘투톱’ 말 안 나오게 하겠다
- 경제부총리 천거..존재감 키우는 ‘실세 총리’
△일자리가 희망이다
- “민주노총, 경제주체로서 책임과 역할 있어..사회적 대화 참여해야”
- 제조·서비스·금융 등 ‘워라밸 복지’가 또다른 일자리 낳더라
- ‘좋은 일자리 창출’은 기업 성공 위한 최고의 투자
△스마트폰 새 생태계 에고 ‘삼성 폴더블폰’
- “감동 선사하는 UX 목표..구글·개발자들과 함께 OS·앱 만들고 있죠”
- 7년 뒤 40배 커질 폴더블 OLED 선점 예고
- 코오롱, 양산 준비 끝..SKC, 생산→코팅 일관체제 구축
△스톱, 음주운전
- ‘술 관대한 문화가 공범’..음주운전 사망자 나와도 열 중 여덟 ‘집행유예’
- ‘음주운전은 중독’..5회 이상 상습범 연 6000명 넘어
- 술먹고 운전대 잡은 공무원 85%가 감봉·견책 ‘경징계’
- 여·야·정 ‘윤창호법’ 한 뜻..음주운전치사, 살인죄 수준 처벌키로
△정치
- 전원책 해촉, 친박·복당파 갈등..최대 위기 맞은 ‘김병준 비대위’
- 김정은 연내 서울 답방, 한라산 등반 염두에 뒀나
- ‘보수 유튜브’에 맞대응..민주당 ‘씀’ 방송국 오픈
△경제·금융
- ‘공정경제 우군’ 장하성 먼저 떠나..김상조, 산적한 입법과제 어쩌나
- 농협은행, 자산 300조 육박..내년부터 ‘외환·파생사업’ 확대
- 불경기에..4%까지 치솟은 실업률
- 간편결제 ‘펌뱅킹’ 수수료 인하 추진에..금융중계사 존폐위기
- 주택금융공사 대출도 ‘집 담보만큼만 갚는다’
△미래기술
- 웹에 데이터·SW 저장..AI 성능 좌우할 ‘핵심 플랫폼’ 진화했죠
- 글로벌 기업들 한국에 데이터센터 구축 경쟁..높은 성장 가능성 때문
△산업&기업
- 현대차 위기탈출 ‘큰 차 승부수’
- 중·일 공세에..한 배터리 ‘고전’
- 정의선 “수소 에너지가 미래 청정사회의 핵심”
- LS그룹, 용산시대..연말까지 이전 마무리
- LG유플러스, 경단녀 인력 ‘시간선택제’ 채용한다
△산업
- 최정우의 ‘3실 경영’..포스코 ‘내실 다지기’ 집중
- 그랜저·BMW 5시리즈, 중고차 판매 2년째 1위
- AI 시대..36만 시간 걸리던 일도 10분이면 끝
- 주유소 기반 택배서비스 ‘홈픽’ 한진택배와 제휴
△소비자생활
- 중소 이색상품 모은 ‘정용진표 만물상’..‘탕진잼’으로 140만명 유혹
- ‘11월 쇼핑 열기 잇지’..백화점 15일부터 ‘겨울세일’
- 뷰티+리빙 편집숍 ‘무 케렌시아’ 롯데월드몰 1층에 오픈
△중소기업·제약
- 렌디 저커버그 “실패 두려워 말라, 미래 자양분 된다”
- 코웨이 4년 연속 ‘CES 혁신상’ 수상
- “병원 가야만 맞을 수 있던 링거, 음료로 언제 어디서나 원기회복”
- 대웅제약 ‘나보타’ 국산 보톡스 첫 눈가주름 개선 적응증
△증권&마켓
- 코스피 상장사, 올 자사주 4.3조 매입에도 투자 심리 악화로 주가 방어효과는 ‘미지근’
- 15일 파월 입에 쏠린 눈
- 증시 회복에..국내 주식형 펀드도 일주일새 3.8% ‘방긋’
- ‘미 인프라투자’ 기미에..두산밥캣·진성티이씨 수혜 기대감
△증권
- ‘투자 활발’ VC업계, 자금회수도 활발
- 코스피 IPO 열기 시들..코스닥으로 불똥 튀나
- ‘묻지마 투매’ 의혹에..국민연금 주식 위탁사 ‘억울하오’
- 오켈케이블, 법정관리 매물로 시장 나온다
△문화·스포츠
- 쉼 없는 진화..실제 동물 같은 생동감 느껴보시라
- ‘강제징용 배상 판결’ 보복인가..BTS, 연말 일본 방송 출연 모두 무산
- 고종의 ‘굴욕사진’을 없애라
△스포츠
- 2년 연속 상금왕 번쩍..올해도 ‘이정은 시대’
- 박주영 극장골..FC서울 13경기 만에 승리
- 우승은 없지만..꾸준했던 이형준 ‘대상’
- 6경기 연속골 황의조..벤투호 원톱도 굳힐까
△사람&나눔
- “가상현실과 홀로그램 넘나드는 콘텐츠 개발사 만들 것”
- 이상록, 과학기술인공제회 이사장에
- 꿀과 정성담은 ‘모과청’ 만들기..삼성SDI, 이웃돕기 성금 마련
- “AI로 보이스피싱 잡아내죠”
- 배추1만111포기 김장 담가..하나금융 ‘맛있는 나눔’
- 거래소, 부산 복지단체에 기부금 전달
- BNK경남은행 ‘농촌일손돕기’
- 취약계층 아이들 건강돕기..한화갤러리아 ‘희망트레이너’
△부동산
- ‘35층 룰’에 갇힌 압구정 재건축..강남구가 ‘천장깨기’ 다시 시동
- 대출 상환 어려운 ‘하우스푸어’ 주택..LH가 사들여 매도자에 재임대
- 서울 대단지 아파트 실거래가는 안 빠졌네
△사회
- 흡연율은 역대 최저..음주율은 역대 최고치
- 스프링클러 없는 캄캄한 미로..5년간 고시원 252곳 불 탔다
- ‘사장님이 때려요’..외국인노동자, 부당대우시 이직 허용
- 미군 철수한 동두천, 국가산업단지 시동
- 승강기안전공단 공채 합격자 번복 논란
김종호 (kona@edaily.co.kr)"
"[클릭 e종목]""GS, 기대 이상 실적에도 주가는 금융위기 수준""",http://finance.daum.net/news/20181111221343400,1111,"[아시아경제 박나영 기자]신한금융투자는 11일 GS에 대해 기대 이상의 수익을 내고도 주가는 저평가 상태를 이어가고 있다고 분석했다.
3분기 GS의 지배 순이익은 전분기 대비 59.8% 증가한 3069억원으로 시장 기대치(2480억원)을 큰 폭으로 상회했다. 핵심 자회사인 GS칼텍스로부터의 지분법이익이 전분기 대비 86.0% 늘어서다.
GS칼텍스 영업이익이 같은 기간 감익을 기록한 경쟁사들과 달리 전분기 대비 8.8% 증가했다. 정유 이익이 전분기와 거의 유사했다. 전분기 발생한 재고 관련 이익의 상당 부분이 당분기로 이월되었고 고부가 제품(경유) 생산이 늘었다. 고도화 설비 정상 가동(2017년 8월 화재 발생, 2018년 5월 완전 정상화) 때문이다. 화학 이익도 전분기 대비 131%나 늘었다. 핵심 제품인 PX 호황 덕분이다.
4분기 지배 순이익은 3분기 대비 40.8% 감소한 1833억원을 기록할 것으로 전망된다. GS칼텍스로부터의 지분법 이익 감소, 유통 자회사(GS리테일) 실적 둔화 등 때문이다. GS칼텍스의 경우 전분기에 발생했던 대규모 재고 관련 이익(1500억원 전후)이 사라지면서 정유 부문 실적이 악화될 전망이다.
이응주 신한금융투자 연구원은 ""생각보다 좋은 실적에도 주가는 금융위기 수준(PBR 0.5배) 수준""이라며 ""지주사라는 특성을 고려해도 지나치게 낮은 수준""이라고 분석했다.
목표주가는 6만7000원을 유지했다. 이 연구원은 ""목표 PBR(0.7배)은 과거 정유, PX 호황 국면(2010~2012년)의 저점 평균이다. 주식시장을 둘러싼 불확실성, 지주사 할인 등을 감안했다""고 했다.
박나영 기자 bohena@asiae.co.kr"
