title,link,content
"코스피, 미국발 기술주 악재에 2%대 급락(종합2보)",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181113101312310&section=&limit=30&page=1,"(서울=연합뉴스) 임은진 기자 = 코스피가 13일 미국발 악재에 2% 넘게 하락하고 있다.이날 오전 10시 8분 현재 코스피는 전 거래일보다 44.70포인트(2.15%) 내린 2035.74를 나타내고 있다.지수는 32.82포인트(1.58%) 내린 2047.62로 출발한 이후 외국인과 기관의 '팔자'에 하락 폭을 키워 장중 2.33% 내린 2032.05까지 밀리기도 했다.간밤 미국 뉴욕증시에서 주요 지수가 애플의 실적 우려와 달러 강세라는 겹악재에 하락한 영향으로 풀이된다.12일(현지시간) 뉴욕증권거래소(NYSE)에서 다우존스 30 산업평균지수는 2.32% 급락했고 스탠더드앤드푸어스(S&P) 500지수와 나스닥 지수도 각각 1.97% 2.78% 하락했다.서상영 키움증권 연구원은 ""미국 증시는 애플과 애플 관련주가 하락을 주도했고 필라델피아 반도체 지수가 4.44% 하락하는 등 기술주 전반에 걸쳐 매물이 출회된 점도 부담""이라며 ""이는 한국 증시에 부정적 요인""이라고 설명했다.유가증권시장에서 외국인과 기관이 각각 723억원 269억원 순매도 중이고 개인만 988억원 순매수하고 있다.시가총액 상위주 가운데 삼성전자(-2.65%)와 SK하이닉스(-4.43%)를 비롯해 셀트리온(-0.50%) LG화학(-2.70%) POSCO(-2.71%) 등 대부분이 내렸다.다만 전날 20% 넘게 급락했던 삼성바이오로직스는 5.78% 오르며 반등했다.업종별로 의약품(1.06%)은 올랐고 건설업(-2.95%) 종이·목재(-2.72%) 화학(-2.60%) 등은 내렸다.같은 시간 코스닥지수는 전 거래일보다 16.05포인트(2.39%) 내린 654.77을 가리키고 있다.지수는 전날보다 12.30포인트(1.83%) 내린 658.52로 개장한 뒤 2% 넘게 하락하며 650대 초반에서 움직이고 있다.코스닥시장에서 외국인과 기관이 각각 61억원 462억원 순매도 중이고 개인이 475억원 순매수 중이다.시총 상위주 중에서 셀트리온헬스케어(-1.00%) 신라젠(-0.76%) CJ ENM(-6.55%) 포스코켐텍(-4.74%) 등 대부분이 하락 중이다. engine@yna.co.kr<저작권자(c) 연합뉴스 무단 전재-재배포 금지>"
"'황제보석' 이호진, 6번째 재판 내달 시작..재구속 될까",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181113100832127&section=&limit=30&page=1,【서울=뉴시스】박은비 기자 = '황제보석' 논란이 불거진 이호진(56) 전 태광그룹 회장이 다음달 12일 법정에 선다. 대법원에서 두차례 파기환송된 이 전 회장의 횡령 등 혐의 6번째 재판이다.서울고법 형사6부(부장판사 오영준)는 내달 12일 오전 11시20분 특정경제범죄가중처벌 등에 관한 법률 위반(횡령) 등 혐의로 기소된 이 전 회장에 대한 재파기환송심 1차 공판기일을 연다.이날 공판에서 재판부는 이 전 회장의 보석 유지 여부에 대한 언급을 직·간접적으로 할 것으로 보인다. 다만 재판부가 이 전 회장 현재 건강상태 등에 대한 양측 의견을 확인한 후 결정할 가능성이 높다.형사소송법에 따르면 ▲피고인이 도망한 때 ▲도망하거나 죄증을 인멸할 염려가 있다고 믿을만한 충분한 이유가 있는 때 ▲소환을 받고 정당한 사유 없이 출석하지 않은 때 ▲피해자 해당 사건의 재판에 필요한 사실을 알고 있다고 인정되는 자 또는 그 친족의 생명·신체·재산에 해를 가하거나 가할 염려가 있다고 믿을 만한 충분한 이유가 있는 때 ▲법원이 정한 조건을 위반한 때 법원은 직권 또는 검사의 청구에 따라 결정으로 보석을 취소할 수 있다.지난 6년여간 술을 마시고 담배를 피는 행적이 드러나는 등 황제보석 논란이 불거진 이 회장의 경우 법원이 정한 조건을 어겼다고 볼 여지가 있다. 검찰은 여러가지 상황을 검토하겠다는 입장이다. 태광바로잡기공동투쟁본부는 지난 6일 서울고검에 이 전 회장에 대한 보석취소 의견서를 제출하기도 했다.이 전 회장은 섬유제품을 세금계산서 없이 대리점들에게 판매하는 '무자료 거래'를 하고 가족·직원 급여 등을 허위로 회계 처리하는 등 회삿돈 400억여원을 횡령하고 주식 및 골프연습장을 저가로 인수하는 등 그룹에 900억원대 손해를 끼친 혐의로 2011년 1월 구속기소됐다. 또 법인세 및 부가가치세 등 세금을 포탈한 혐의도 받았다.하지만 간암 치료 등을 이유로 그해 3월말부터 구속집행이 정지됐다. 2심 당시에는 2012년 6월 보석으로 풀려나 불구속 상태로 재판을 받아왔다.1심은 이 전 회장의 혐의 대부분을 유죄로 보고 징역 4년6개월에 벌금 20억원을 선고했다. 2심은 그중 일부 혐의를 무죄로 보고 형량은 1심 그대로 유지하고 벌금만 10억원으로 감액했다. 대법원은 이 전 회장의 횡령액을 다시 산정하라는 취지로 사건을 서울고법으로 돌려보냈다. 이 전 회장의 '무자료 거래'를 이용한 횡령 혐의와 관련해 '섬유제품' 자체가 아니라 제품의 '판매대금'으로 횡령액을 산정해야 한다는 취지다. 또 조세포탈 부분도 파기했다. 환송 후 항소심은 대법원 취지에 따라 이 전 회장의 횡령액을 다시 산정해 약 200억원을 섬유제품 판매대금의 횡령액으로 인정하고 징역 3년6개월에 벌금 6억원으로 감형했다. 반면 대법원은 지난달 금융회사의 최대주주 중 최다출자자 1인의 경우 조세포탈 혐의를 다른 죄와 분리해 심리·선고했어야 한다는 이 전 회장 측 주장을 일부 받아들여 다시 재판하라고 파기환송했다.silverline@newsis.com 
"'제주 물 상표 다툼'서 삼다수 승소..""한라수, 유사 브랜드""",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181113100743094&section=&limit=30&page=1,"【서울=뉴시스】옥성구 기자 =생수 브랜드 '제주 삼다수'가 유사 상품명인 '제주 한라수'를 사용하지 않게 해달라는 소송을 제기해 승소했다. 법원은 두 상표가 유사해 소비자들을 혼란스럽게 한다고 봤다.서울중앙지법 민사합의62부(부장판사 함석천)는 '제주 삼다수' 판매업체인 제주특별자치도개발공사가 '제주 한라수' 판매업체 J사를 상대로 낸 상표권침해 소송에서 원고 일부 승소 판결했다고 13일 밝혔다.제주특별자치도개발공사는 1995년 제주특별자치도가 출자한 지방공기업으로서 1998년께부터 '삼다수' 상품을 출시·판매해왔다. J사는 2004년 설립돼 2016년부터 '제주 한라수'라는 표지를 사용한 상품을 생산·판매하고 있다.제주특별자치도개발공사는 ""J사 상품이 상표권 침해에 해당한다""며 ""해당 상표권들은 상당한 투자와 노력으로 만들어진 성과물에 해당하는데 J사가 브랜드 가치와 인지도에 편승하기 위해 도용했다""고 지난해 4월께 법원에 상호사용금지가처분 신청을 낸 데 이어 지난해 11월께 상표권침해 소송을 제기했다.J사는 ""일부 상품의 도용은 인정한다""면서도 ""각 상표권은 원재료 또는 산지를 직감하게 하는 것으로 상표권의 효력이 미치지 않는다""고 반박했다.법원은 제주특별자치도개발공사 손을 들어줬다. 표장의 색상이나 도형의 전체적인 배치 문구의 기울기 등이 매우 유사하다는 게 재판부 판단이다. 재판부는 ""J사가 제주특별자치도개발공사의 표장을 사용해 생수 제품을 판매하고 식음료 판매업을 위해 이를 사용하는 것은 수요자들에게 상품 출처에 대해 혼동을 일으킬 우려가 있다""는 이유로 지난해 9월께 가처분 신청도 일부 인용했다.재판부는 ""J사의 일부 상품은 부정경쟁행위로서 상표권 침해에 해당한다""며 ""이에 해당하는 물건은 폐기할 의무가 있으므로 J사의 일부 상품은 해당 상표권이 표시된 포장 용기 팸플릿 거래서류를 폐기하고 홈페이지 게시물을 삭제해야 한다""고 지적했다.다만 일부 상품에 대해서는 ""지리적 명칭과 상품의 원재료를 표시하는 것이거나 상품의 산지를 표시하는 것은 상표권 침해에 해당하지 않는다""고 밝혔다.castlenine@newsis.com "
"대구시 비정규직 393명 정규직 추가 전환..""고용불안 해소""",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181113100723082&section=&limit=30&page=1,"(대구=연합뉴스) 홍창진 기자 = 대구시는 노·사·전문가 협의회를 열고 용역·파견 비정규직 근로자 393명을 정규직으로 추가 전환하기로 했다고 13일 밝혔다.비정규직으로 남아 있는 청소 검침 등 9개 직종 407명 중 민간인 전문가가 필요한 영역과 상시 지속 근무자가 아닌 경우 등 14명은 제외됐다.이번 정규직 전환 대상 가운데 정년을 초과하지 않은 284명은 내년 7월까지 정규직으로 바뀐다. 정년초과자 109명은 기간제 촉탁직으로 임시 전환하고 향후 신규 고용 때 정규직으로 뽑을 방침이다. 지난해 12월 정규직 전환자를 포함해 정부 가이드라인에 따라 지금까지 대구시 산하 기관에서 정규직으로 바뀐 비정규직은 1천378명이다.대구시 관계자는 ""이번 조치로 시 산하 기관의 정규직 전환 계획이 마무리됐다""며 ""정규직 전환은 1∼2년마다 소속업체가 바뀌는 고용불안 문제를 해소하고 처우를 개선하는 의미가 있다""고 말했다. realism@yna.co.kr<저작권자(c) 연합뉴스 무단 전재-재배포 금지>"
"홍남기, 경기 어떻게 보나..""청문회 때 이야기 하겠다""",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181113100528962&section=&limit=30&page=1,13일 오전 서울 중구 예금보험공사 1층 로비에서 홍 후보자에 경기 인식과 관련한 질문이 쏟아졌다. 이날 홍 후보자의 출근길에서 만난 취재진들은 홍 후보자에게 “강신욱 통계청장이 지난해 2분기가 경기 정점이라고 했는데 어떻게 생각하는지?” “(현재 상황이) 경제위기가 아니라고 본 근거는?” 등 경기 인식과 관련해 잇따라 질문했다. 이에 홍 후보자는 “청문회 때 이야기 하겠다”며 말을 아꼈다. 홍 후보자는 전날 “고용상황을 엄중하게 생각한다”며 “청문회 준비기간에 (민생경제 회복에 대해) 많이 구상해볼까 한다”고 밝힌 바 있다. 이 때문에 14일 발표되는 10월 고용동향에 대한 홍 후보자의 입장에도 관심이 쏠리고 있다. 최근 취업자 수 증가폭은 7월 5000명 8월 3000명으로 곤두박질쳤다. 9월 4만5000명으로 올라섰지마나 사실상 제자리걸음 수준이다. 올해 취업자 증가 규모는 8개월째 10만명 이하에 머물렀는데 이는 글로벌 금융위기 이래 가장 좋지 않은 흐름이다. 한국개발연구원(KDI)은 지난 7일 발표한 경제전망에서 올해 취업자 증가폭이 7만명에 그칠 것으로 내다봤다.김정현 (thinker@edaily.co.kr) 
"중국 1990년대생 '소비 주력군' 부상..""강한 구매력""",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181113100500928&section=&limit=30&page=1,"(상하이=연합뉴스) 차대운 특파원 = 현재 20∼29세인 1990년대 출생자들이 중국 소비 시장에서 다른 연령대를 압도하는 강한 구매력을 보이면서 주목받고 있다. 13일 홍콩 사우스차이나모닝포스트(SCMP)에 따르면 글로벌 컨설팅 회사 맥킨지는 2030년까지 중국 소비 증가액 중 '주링허우(90後)'로 불리는 1990년대생들에 의한 증가액이 20% 이상을 차지할 것으로 전망했다.이들은 중국 전체 인구에서 16%를 차지한다.'주링허우' 중 40%는 스스로를 행복을 성공의 척도로 여기는 '행복 추구자'로 규정한다. 나머지 27%도 물질적 성공을 추구하면서 일상에서 스트레스를 받을 때 자신에게 보상을 주는 것을 선호하는 경향을 보였다.인터넷 환경의 급속한 발달 속에서 성장한 이들은 8억200만명의 중국 인터넷 사용자 가운데 28%를 차지하면서 인터넷을 기반으로 한 전자 상거래 시장에서 특히 강한 존재감을 드러내고 있다.알리바바의 연례 쇼핑 축제인 11월 11일 '광군제(光棍節)'에 참여한 소비자 중 46%가 1990년대생이라고 알리바바는 설명했다.알리바바가 2009년 '솔로의 날'이라는 뜻의 '광군제'라는 이름으로 11월 11일 쇼핑 축제를 시작했지만 오래전부터 중국에서는 이 쇼핑 축제가 '광군제'라는 말 대신 솽스이(쌍십일 11·11)라고 불린다.장융 알리바바 최고경영자(CEO)는 ""1990년대생들은 주력 소비자군으로 성장했다""며 ""인터넷과 함께 태어난 이들은 다양한 라이프 스타일을 이끌고 있다""고 밝혔다.cha@yna.co.kr<저작권자(c) 연합뉴스 무단 전재-재배포 금지>"
"캠코, 법정자본금 3兆로 확충 재추진",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181113100330870&section=&limit=30&page=1,[헤럴드경제=문영규 기자]법정자본금 확충을 추진 중인 한국자산관리공사(캠코)가 한도를 최대 3조원까지 국회에 요구할 방침이다. 현재 법정한도 1조원으로는 구조조정 등 여러 자금지원 수요에 대응하기 어렵다는 판단이다.캠코 고위 관계자는 13일 “그간 업무영역 확대에도 20년째 동결돼있는 법정자본금 한도를 늘려 선제적인 위기 대응 등 증가하는 자금지원 수요에 대비하고자 한다”며 “현재 법정자본금이 1조원인데 이를 넉넉하게 늘려주면 이 자본금을 통해 중소기업 지원이나 캠코 기능을 좀 더 활성화할 수 있는 측면이 있다”고 설명했다.이 관계자는 특히 내년 경기 둔화와 함께 자동차 부품산업을 비롯한 제조업ㆍ중소기업 등이 어려움에 봉착할 것으로 예상했다.‘금융회사부실자산 등의 효율적 처리 및 한국자산관리공사의 설립에 관한 법률’(캠코법) 제9조를 보면 공사 자본금은 1조원으로 하고 금융회사 등이 출자하도록 돼있다.캠코법은 1997년 외환위기에 대응하기 위해 부실채권정리기금 운용 등 금융회사 건전성 제고를 중심으로 제정됐다.하지만 20년전 정해진 자본금 기준은 현재 경제규모에 비해 턱없이 부족하다.일례로 캠코는 해운업 구조조정을 지원하고자 자체재원으로 ‘캠코선박펀드’를 조성했다. 해운사의 중고 선박을 인수하고 재임대해주는 방식의 유동성 지원이다. 내년까지 총 1조9000억원 규모로 펀드를 확충할 계획이다. 지난 9월말까지 투입된 자체자금만 6209억원이다. ‘자산매입후 임대프로그램’을 운영하고 회생기업 채권을 캠코로 집중한 후 경영정상화가 가능한 기업에 자금을 지원하는 ‘DIP금융’도 추진하고 있다.금융위원회도 이미 지난 2009년 캠코의 법정자본금을 3조원으로 늘리는 캠코법 개정안을 발의했었다. 글로벌 금융위기 이후 금융시장 불안정성이 높아지면서 법정자본금을 증액하고 캠코에 구조조정기금을 설치하는 등의 내용을 담았다. 하지만 당시 국회 정무위원회는 법률안심사소위원회에서 구조조정기금 설치에만 합의하고 자본금 증액은 추후 논의키로 하면서 결정을 미뤘다. 이 때문에 2000억원대였던 실질 납입자본금만 2차례 증액돼 8600억원 수준으로 늘어났다.캠코는 구조조정이 시급한 과제인 만큼 이번 법개정안은 신속한 통과를 위해 의원입법을 통해 추진할 생각이다.캠코 측은 “2009년 당시 나머지 법률 변경은 추후 논의하기로 하고 수정 의결돼 특별히 안 될 이유가 없다”며 “캠코가 다양한 경제주체를 지원하고 있는데 이같은 여러 여건들을 반영하고 제도적 한계 자금지원에 대비한다는 차원에서 증액을 계획하고 있다”고 설명했다.ygmoon@heraldcorp.com- Copyrights ⓒ 헤럴드경제 & heraldbiz.com 무단 전재 및 재배포 금지 -
매매 멈추고 대출 막히니..경매시장도 불똥,http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181113100213795&section=&limit=30&page=1,"[아시아경제 주상돈 기자] 부동산시장에서 매매를 통한 주택 처분이 어려워지면서 경매시장에도 불똥이 튀었다. 정부가 주택시장 안정을 위해 주택담보대출(주담대) 규제를 강화하면서 시장에 관망세가 짙어졌기 때문이다.13일 지지옥션에 따르면 지난달 서울 아파트(주상복합 포함) 경매 변경 건수는 22건으로 전년 동기(28건) 대비 6건 줄었다.경매는 기일이 잡히더라고 이를 연기하는 변경신청이 가능하다. 채무자 요구에 채권자가 동의하면 채권자가 법원에 경매 기일을 늦춰 달라고 신청하는 방식이다. 이를 통해 경매시기를 늦추고 그동안 주택 처분 또는 추가대출 등을 통해 자금을 마련해 빚을 갚기도 했다.하지만 최근 아파트 매매시장에 관망세가 짙은 데다 대출한도까지 낮아지면서 변경신청이 크게 줄었다. 통상 경매 낙찰가격은 시세보다 낮게 형성되기 때문에 경매보다는 일반 매매를 통한 처분을 선호한다. 하지만 최근에는 경매를 늦추더라도 일반 매매시장을 통한 처분 가능성이 적다는 게 문제다. 박은영 지지옥션 선임연구원은 ""변경신청은 채무 변제를 위해 시간을 벌기 위한 조치로 볼 수 있다""면서 ""변경건수가 지난 8월 35건에서 9월 16건 10월 22건 수준으로 줄었다는 것은 지금은 시간을 벌어도 별의미가 없는 상황이라는 뜻으로 해석할 수 있다""고 설명했다.정부는 9ㆍ13 부동산 종합대책을 통해 1주택 이상 가구에 주택담보대출비율(LTV) 0%를 적용하기로 했다. 모든 지역이 투기과열지구인 서울에서 추가 주택구입 시에는 주담대를 받을 수 없게 된 것이다. 사실상 1주택자 이상의 주담대 통로가 막히면서 주택시장은 거래가 줄고 가격도 낮아지는 양상이다.서울부동산정보광장 통계를 보면 서울 아파트 거래건수(신고일 기준)는 9월 1만2323건에서 10월 1만256건으로 16.8%(2067건) 줄었다. 계약일로부터 60일 이내에 거래를 신고하면 되기 때문에 실제 계약은 이보다 앞선 시기에 이뤄진 것으로 볼 수 있다. 가격도 꺾였다. 서울 아파트값(한국감정원 주간동향)은 60주 만에 보합세로 전환됐다. 경매 기일을 늦추는 변경신청이 줄면서 실제 경매가 실시된 진행 건수는 늘었다. 9월 52건에서 10월 83건으로 59.6%(31건) 증가했다. 일반 매매시장보다 낮은 가격에 처분되는 경매를 피하지 못한 사람이 그만큼 늘어난 셈이다.물건이 많아지자 경쟁률은 낮아졌다. 낙찰가율(감정가 대비 낙찰가)은 9월 107.3%에서 10월 103.9%로 감소했다. 평균 응찰자도 12.3명에서 7.4명으로 줄었다. 11월1일부터 10일까지는 4.7명 수준을 기록하고 있다.박 선임 연구원은 ""매매시장이 위축되고 주담대의 일종인 경락 대출도 막히면서 경매시장도 하향 안정세가 불가피하다""며 ""당분간 진행 건수는 늘고 경쟁률은 낮아질 것""이라고 전망했다.주상돈 기자 don@asiae.co.kr"
디젤차 꺾이자 탄력받은 하이브리드차,http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181113095956633&section=&limit=30&page=1,"하이브리드 차량이 국내 자동차 시장에서 대세로 떠올랐다. 친환경 차량에 대한 선호도가 높아지면서 하이브리드차가 디젤차의 대안으로 소비자의 선택을 받고 있는 것이다. 지난해 하반기부터 국제유가 상승세가 지속되고 있는 것도 하이브리드 차량 인기에 한몫하고 있다. 하이브리드 자동차 인기가 계속되자 자동차 업계에서도 시장 변화에 맞춰 발빠르게 대응하고 있다. 수입차 브랜드들은 하이브리드 신차를 잇따라 출시했다. 하이브리드 자동차란 엔진과 전기모터를 함께 장착해 연비를 높이고 유해가스를 적게 배출하는 차를 말한다. 일정거리를 전기모터로만 달리고 방전되면 일반 내연기관 자동차처럼 엔진을 사용한다. 한국수입자동차협회에 따르면 지난달 하이브리드 차량 판매량은 3865대로 지난해 같은 기간(1735대)보다 122.8% 늘었다. 올해 10월까지 누계 판매량(2만1251대)도 지난해(1만8229대)보다 16.6% 늘었다. 반면 디젤 차량은 지난달 4740대가 팔려 29% 줄었다.베스트셀링카 순위에도 하이브리드차들이 대거 올랐다. 렉서스의 ES 300h가 2위에 이름을 올렸다. 이어 토요타의 캠리 하이브리드(6위) 혼다의 어코드 하이브리드(7위) 그리고 메르세데스-벤츠의 중형 플러그인하이브리드 SUV GLC 350e 4매틱(8위) 순이다.수입차업계 관계자는 ""전기차의 경우 충전 인프라 부족로 망설여지지만 하이브리드차는 이용에 큰 불편함이 없다는 장점이 있다""며 ""지난해부터 디젤차에 집중됐던 소비자들의 관심이 하이브리드차 등으로 다변화되고 있다""고 말했다.국산 하이브리드 차량도 올해 10월까지 4만9022대가 판매돼 지난해보다 4% 이상 늘었다. 국산 하이브리드 시장은 준대형 세단이 이끌었다. 올해 10월까지 현대차 그랜저 하이브리드의 누적 판매는 1만9584대로 출시 후 최초 연 2만대 달성을 눈앞에 두고 있다. 같은 기간 기아차 K7 하이브리드도 2475대가 팔렸다. 정부의 구매 보조금과 세금 감면 등 다양한 혜택을 누릴 수 있는 것도 하이브리드 차량 인기 요인이다. 하이브리드 자동차를 구매할 경우 정부에서 보조금 100만원과 개별소비세 및 취득세 등 최대 320만원의 세제 혜택을 받을 수 있다.다만 내년부터 정부의 하이브리드차량 구매 보조금이 없어진다.  환경부는 친환경차 보급 촉진을 위해 지난 2015년부터 지난해까지 HEV 구매 시 보조금 100만원을 지원해왔다. 그러다가 환경부는 올해 대당 보조금을 50만원으로 줄이고 내년부터는 지급하지 않기로 했다. 소비자들이 친환경차에 대한 수요가 늘어나면서 자동차 업체들도 하이브리드 신차를 잇따라 출시하고 있다. 한국토요타는 이달 신형 아발론 하이브리드를 출시했다. 토요타브랜드의 플래그십 차종이며 ‘토요타 뉴 글로벌 아키텍처’(TNGA)가 적용돼 안전하면서도 편안한 승차감을 구현한 게 특징이다.  고속에서는 2.5리터 가솔린엔진이 저속에서는 2개의 전기모터가 돌아간다. 아발론 하이브리드가 출시됨에 따라 토요타는 국내에서도 소형(프리우스C)부터 대형(아발론)까지 모두 하이브리드 라인업을 구축됐다.  지난달에는 렉서스 ES 300h가 출시됐다. 6년만에 완전변경 모델로 출시된 ES 300h는 국내 출시 한달만에 수입차 시장 2위에 올랐다. 국산차 브랜드 중에서는 현대차가 내년초 소형SUV인 코나 하이브리드 모델이 출시된다. 현대·기아차의 전체 판매차량 가운데 하나의 차종이 내연기관 모델과 전기차 하이브리드 등 친환경 라인업을 모두 갖춰 판매되는 차는 코나가 처음이다. 현대차는 향후 투싼 싼타페 등 상급 SUV에서도 하이브리드 모델 출시를 검토하고 있다. - Copyright ⓒ 조선비즈 & Chosun.com -"
"이주열, BIS 이사회 이사로 선출..한은 총재 '최초'",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181113090023330&section=&limit=30&page=2,"[아시아경제 조은임 기자] 이주열 한국은행 총재가 국제결제은행(BIS)의 신임 이사로 선출됐다. 한은 총재가 BIS 이사로 선출된 것은 이번이 처음이다. 13일 한은에 따르면 이 총재는 지난 11일(현지시간) 스위스 바젤 BIS 본부에서 개최된 정례 'BIS 이사회(Board of Directors)'에서 신임 이사로 선출됐다. BIS 이사 임기는 3년으로 내년 1월부터 공식 임기가 시작된다. 'BIS 이사회'는 BIS의 전략과 정책방향 등을 결정하고 집행부 업무를 감독하는 BIS의 실질적 최고의사 결정기구다. 구성인원은 총 18명이다. 벨기에 프랑스 독일 이탈리아 미국 영국 등 창립회원국 총재 6명 당연직 이사를 미 뉴욕 연방준비제도(Fed) 총재가 지명직 이사를 맡는다. 이번에 이 총재가 뽑힌 선출직 이사는 이사회가 일반회원국 총재 중에서 선출하며 최대 11명이다. 이 총재는 내년부터 지명직 이사를 기존 5명에서 1명으로 줄고 대신 선출직 이사를 1명 증가되면서 그 자리에 선임됐다. 이 과정에서 이 총재는 러시아와 호주 등의 중앙은행 총재들과 경합을 벌였던 것으로 알려졌다. BIS 이사회는 특정 국가 또는 지역에서 금융위기 발생 시 글로벌 중앙은행 차원에서의 지원방안도 논의한다는 점에서 이사 선임은 큰 의미가 있다. 한은 총재가 BIS 이사로 선임된 건 1997년 우리나라가 정식 가입한 이후 최초다. 우리나라는 이 총재의 BIS 이사 선임으로 향후 의제설정자(agenda-setter)로서 국제금융 현안에 대해 직접적인 목소리를 낼 수 있게 됐다. 또 주요국 중앙은행 총재들과 상호 관심사 현안 이슈 등에 대해 대면 또는 유선으로 언제든 직접 협의할 수 있는 협력 채널이 크게 강화됐다. 한은 관계자는 ""우리나라의 국제적 위상이 크게 높아진 점과 함께 이 총재가 지난 2014년부터 BIS 총재회의 와 주요 현안 논의에 기여한 점이 국제적으로 인정받은 것""이라고 평가했다. 한은은 BIS 이사에게 지급되는 일정 수준의 보수에 대해  총재의 겸직을 제한하고 있는 한은법의 관련 규정을 검토한 뒤 보수의 수용 여부를 결정할 예정이다. 한편 BIS는 1930년에 설립된 현존 최고(最古)의 국제기구로 주요 60개국 중앙은행이 회원으로 참여하고 있다. 특히 글로벌 금융위기 이후 국제금융안정을 위한 중앙은행간 협력의 구심점이 되었을 뿐 아니라 글로벌 스탠다드를 결정하는 협의체로서의 역할과 중요성이 한층 더 커지고 있다.조은임 기자 goodnim@asiae.co.kr"
