title,link,content
"총수 퇴임 코오롱, '4세 승계' 미루고 '집단협의' 체제로",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181128105204061&section=&limit=30&page=1,"(서울=뉴스1) 오상헌 기자 = 이웅열 회장의 전격 퇴임으로 코오롱그룹이 '4세 경영' 승계를 위한 과도 집단경영 체제를 사실상 맞았다. 그룹 오너이자 총수인 이 회장이 물러나면서 유석진 ㈜코오롱 대표이사 사장이 이끄는 계열사 사장단 협의체가 신설돼 지주회사 컨트럴타워 역할을 맡는다. 이 회장의 장남인 이규호(35) ㈜코오롱 전략기획담당 상무는 28일 정기인사에서 전무로 승진했다. 코오롱인더스트리 FnC부문 최고운영책임자(COO)로서 그룹 패션사업 부문을 총괄하는 자리다. 이 회장은 지주사 전략기획 임원을 거쳐 그룹 주력사업 중 하나인 패션부문을 맡게 됐다. 앞으로 각 사업부문 요직에서 경영권 승계를 위한 경험과 역량을 쌓을 전망이다. 코오롱은 이날 지주사에 '원앤온리(One & Only)위원회'란 이름의 계열사 사장단 협의체를 신설했다. 퇴임하는 이 회장을 대신해 그룹의 아이덴티티 장기 경영방향 대규모 투자 계열사간 협력과 이해 충돌 방지 등 주요 경영 현안을 조율하는 조직이다. 최태원 회장을 보좌하는 SK그룹의 컨트롤타워인 수펙스추구협의회와 유사하다. 코오롱 컨트럴타워엔 계열사 사장단이 참여한다. 이날 지주사 대표이사 사장으로 승진한 유석진(54) 사장이 '원앤온리위원장'을 겸임한다. 유 대표이사 사장은 2013년 ㈜코오롱 전무로 영입돼 전략기획 업무를 맡아오다 지난해 대표이사 부사장에 발탁 승진했다. 50대 중반의 상대적으로 젊은 전문 경영인이 그룹을 이끌게 된 셈이다.  코오롱은 ""최근 몇년 세대교체로 젊고 역동적인 CEO(최고경영자) 라인을 구축했다""며 ""지주사를 중심으로 각 계열사의 책임 경영이 강화될 것""이라고 했다. 이 회장의 장남이자 후계자인 이규호 코오롱인더스트리 FnC부문 최고운영책임자(COO·전무)의 역할과 경영 승계 시점도 관심거리다. 이 전무는 코오롱 일가의 '장자승계 원칙'에 따라 앞으로 부친인 이 회장의 경영권 지분을 물려받아 회장직에 오를 것으로 보인다. 이날 전무 승진과 함께 패션부문 총괄 역할을 맡은 것도 경영 수업의 일환으로 해석된다. 이 회장의 1남 2녀 중 첫째인 이 전무는 영국에서 고등학교를 졸업하고 미국 코넬대에서 호텔경영학을 공부한 뒤 군에 입대해 병장으로 만기 제대했다. 일병 때 레바논 유엔평화유지군에 지원해 임무를 수행했다. 2012년 코오롱인더스트리㈜ 구미공장에 차장으로 입사해 그룹에 발을 들였고 코오롱글로벌㈜ 코오롱인더스트리㈜ 경영진단실 등을 거쳐 ㈜코오롱 전략기획담당과 계열사 리베토 대표이사를 맡아 왔다. 이 전무는 기업 주도 벤처캐피털(CVC) 사업에 특히 관심을 많은 것으로 알려져 있다. 코오롱 관계자는 ""이 회장이 이 전무에게 바로 그룹 경영권을 물려주는 대신 그룹의 핵심 사업부문을 총괄 운영하도록 해 본격적으로 경영에 참여토록 한 것""이라며 ""그룹을 이끌 때까지 경영 경험과 능력을 충실하게 쌓아가는 과정을 중시한 결정""이라고 말했다.bborirang@news1.kr<저작권자 © 뉴스1코리아 무단전재 및 재배포 금지> "
미중 무역전쟁으로 내년 美가구당 266만원 손실,http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181128105120043&section=&limit=30&page=1,"【서울=뉴시스】김난영 기자 = 도널드 트럼프 미국 대통령이 촉발한 미중 무역전쟁이 지속될 경우 오는 2019년 미국의 가구당 수입이 2017년 대비 약 2357달러(약 266만원) 줄어들 것이라는 조사결과가 나왔다.미 CNBC는 27일(현지시간) 미 콜로라도주 소재 국제적 무역컨설팅회사 임팩트이콘(ImpactECON) 보고서를 토대로 이같이 보도했다. 지난 21일 업데이트된 보고서는 무역전쟁으로 인한 실직 초래 물가 인상 등을 수입 감소 요인으로 들었다.보고서에 따르면 같은 기간 1인당 수입 감소액은 915달러(약 103만원)가량이다. 보고서는 이같은 손실이 2030년까지 누적될 경우 가구당 총 수입 감소액은 1만7276달러(약 1954만원)에 달할 것으로 봤다.대량 실직 사태도 예상된다. 보고서는 무역전쟁 지속시 미국에서 2019년에만 약 275만명의 실직자가 발생할 것으로 봤다. 같은 기간 기존 직업에서 새로운 산업으로 직장을 옮기는 노동자도 66만5000명 수준에 이를 전망이다.2019년 미 국내총생산(GDP)은 무역전쟁으로 인해 2017년 대비 약 1.78%p 약 3651억달러(412조9646억원) 감소할 것으로 예상된다. 2030년까지 누적 GDP 손실은 2조8000억달러(3165조9600억원) 수준이 될 것으로 보인다.데이비드 달러 브루킹스연구소 선임연구원은 트럼프 대통령과 시진핑 중국 국가주석의 주요20개국(G20) 정상회의 기간 정상회담을 거론  ""긍정적인 시나리오는 (두 지도자가) 원칙적인 합의를 이룬 뒤 몇 달 간 실무 협상가들이 후속 조치를 취하는 것""이라고 했다.그는 이어 ""미국이 내년 1월1일 관세 인상을 자제할지가 관건""이라고 덧붙였다. 트럼프 대통령은 중국과 무역협상이 타결되지 않을 경우 내년 1월1일부터 중국산 수입품 관세율을 25%로 인상하겠다는 입장을 취해 왔다.imzero@newsis.com "
제주도 한 편의점서 '중국인 출입금지' 문구..중국서 시끌,http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181128105022997&section=&limit=30&page=1,"(선양=연합뉴스) 차병섭 특파원 = 제주도의 한 편의점이 입구에 '중국인 출입금지'라는 문구를 붙였다고 알려지면서 중국 인터넷상에서 비난이 일고 있다.28일 중국 신랑동영상(新浪視頻) 사이트에 올라온 영상에 따르면 한 중국 네티즌이 지난 23일 제주도 제주시의 한 편의점 문 앞에서 관련 문구를 촬영했다.영상에 따르면 24일에도 해당 문구가 그대로 붙어있었는데 현재는 문구를 뗀 것으로 알려졌다.촬영자는 ""점주가 중국인 이미지를 모욕했다""면서 ""어쨌든 우리는 물건을 사려고 가는데 우리를 이렇게 대했다. (이곳 외의) 다른 편의점들은 우리를 환영한다""고 밝혔다.이어 ""특히 제주도는 중국인들이 소비하지 않으면 제주도 전체에 이익이 발생하지 않는다""고 말하기도 했다.다만 촬영자는 ""만약 본사가 일률적으로 요구한 조치라면 모든 곳에 문구가 붙어있겠지만 이곳만 그런 것으로 봐서 점주가 중국인에 대해 안 좋은 감정이 있는 것 같다""고 밝혔다.또다른 사이트인 리동영상(梨視頻)에 올라온 영상에서는 '제주 화교 중국평화통일촉진회' 부회장 추이융쉰(催勇勳)이라고 소개된 남성이 해당 편의점과 본사에 전화해 항의했다고 밝히기도 했다.이 영상에서 본사 관계자는 ""점주가 (중국인) 고객과 불쾌한 경험이 있었던 것 같다. 계산하면서 동전을 던지고 갔다고 한다""면서 ""트러블은 있었던 것 같다. 잘못된 것이 있으면 시정해야 할 것 같다""고 밝혔다.중국 웨이보(微博·중국판 트위터)에서는 '#한국편의점에 붙은 문구가 신고당했다'는 해시태그가 달린 글을 본 사람이 현재까지 64만명을 넘겼고 빠른 속도로 늘어나고 있다.28일 오전 3시께 텅쉰망(騰迅網)에 올라온 관련 영상에는 현재까지 4천 개 넘는 댓글이 달렸고 '한국 여행을 가지 말자'는 내용의 댓글에는 추천수가 3천개가 넘은 상황이다.bscha@yna.co.kr<저작권자(c) 연합뉴스 무단 전재-재배포 금지>"
"""美中 관세전쟁, 미국에 장기실직·GDP손실 가져온다""",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181128104848933&section=&limit=30&page=1,"(서울=뉴스1) 김윤경 기자 = 도널드 트럼프 미국 대통령이 촉발한 무역분쟁으로 인해 내년 미국인 한 사람당 915달러 가구당 2400달러의 부담이 올 것이란 관측이 나왔다. 물가 인상과 임금 하락 투자수익률 저하 등이 원인이 된다고 봤다. 27일(현지시간) NBC가 보도한데 따르면 코크 인더스트리즈가 컨설팅사 임팩트에코(ImpactECO)에 의뢰 수행된 연구에선 관세로 인한 부담이 미국 경제에 누적적으로 가져올 수 있는 잠재적인 영향들을 검토했다. 코크(Koch) 형제가 소유하고 있는 코크 인더스트리즈는 보수적 성향을 강하게 갖고 있으며 공화당 정치후원에 있어 '큰 손'으로 활동해 왔지만 도널드 트럼프 대통령의 행보 가운데 특히 보호무역정책엔 반대 의사를 표하고 있는 상황. 이번 연구 결과도 트럼프 대통령의 관세 정책이 미국에 부메랑이 될 수 있다는 연구여서 눈길을 끈다. 조사에선 만약 현재의 관세 정책이 계속 유지된다면 오는 2030년까지는 가구당 1만7300달러의 부담 즉 손실이 발생할 수 있다는 결론을 내렸다. 이번 조사는 미국이 모든 중국산 수입품에 대해 25%의 관세를 부과하는 경우 그리고 모든 수입 자동차 및 부품에 대해 25%의 관세를 부과했을 경우를 가정하고 진행됐다. 연구는 양국의 관세전쟁이 장기적인 실직 사태를 발생시킬 것으로 전망했다. 미국이 초기엔 일자리 손실을 막아내겠지만 결국은 275만개의 일자리가 없어질 위기를 불러올 것으로 봤다. 특히 농업이나 제조업 분야 저숙련 노동자들이 가장 큰 타격을 받게 된다.연구는 또 관세전쟁으로 인해 내년 미국이 국내총생산(GDP)에서 3650억달러를 잃을 것으로 봤다. 이렇게 되면 내년부터 2030년까지 GDP 손실은 총 2조8000억달러에 이르게 된다. 연구는 관세 정책이 항공우주와 자동차 알루미늄 업계 등에 악영향을 줄 것으로 봤다. 알루미늄 산업의 경우 미국 내의 수요에 발맞춘 생산이 이뤄지지 않아 결국 가격 상승으로 이어져 기업 부담이 될 것이라는 설명이다.전미소비자기술협회(Consumer Technology Association) 자료에 따르면 지난 7월6일 중국에 대한 미국의 관세 정책이 발효된 이후 기술산업은 1년 전과 비교해 중국 수입품에 3억4900만달러를 더 지불해야 했는데 이는 195% 거의 두 배의 비용 증가를 가져왔다. 이러한 비관적인 시나리오와 관련 브루킹스 연구소의 데이비드 달러 선임 펠로우는 NBC에 ""긍정적인 시나리오가 있을 수 있다면 일단 (미중 정상회담에서) 원칙적으로 합의를 하고 추후 수 개월 내에 후속 조치를 취하는 것""이라면서 ""가장 관건이 되는 것은 미국이 내년 1월1일에 관세를 인상하는 것을 자제하는 것""이라고 말했다. 트럼프 대통령은 오는 30일부터 이틀간 아르헨티나에서 열리는 주요20개국(G20) 정상회담에서 시진핑 중국 국가주석과 따로 회동할 예정이다. 그러나 트럼프 대통령은 이번 협상이 잘 되지 않을 경우 1월에 2000억달러 규모의 중국 제품에 관세를 현행 10%에서 25%로 올리고 2670억달러의 제품에 대해서도 추가 관세를 부과할 수 있다고 전일 월스트리트저널(WSJ)과의 인터뷰에서 밝혀두고 있다.s914@news1.kr<저작권자 © 뉴스1코리아 무단전재 및 재배포 금지> "
수수료 최소화 '제로페이' 경남에서 성공할까..내달 시범 운영,http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181128104719877&section=&limit=30&page=1,"(창원=연합뉴스) 황봉규 기자 = 경남에서 내달 중순께 시범 운영되는 '제로페이'가 시장에 성공적으로 안착할 수 있을지 주목된다.경남도는 소상공인 결제수수료 부담을 줄이는 제로페이 시범사업이 내달 17일께 서울시 전역과 부산 자갈치시장 창원시 전역 등 3곳에서 시작된다고 28일 밝혔다.시범사업은 내년 제로페이를 본격 도입하기에 앞서 문제점을 사전에 도출하고 간편 결제서비스 사용 분위기를 확산하기 위한 것이다.제로페이는 스마트폰 앱과 QR코드를 활용해 소비자가 소상공인 계좌이체로 결제하는 방식이다.기존 신용카드 결제과정에서 소상공인들이 물어야 했던 카드사 수수료 부가가치통신망(VAN) 수수료 등 중간 단계를 대폭 줄여 수수료를 최소화한다.소상공인이 현행 연 매출 3억원 이하 0.8% 5억원 이하 1.3% 10억원 이하 2.1%를 부담하던 카드수수료 대신 연 매출 8억원 이하 0% 12억원 이하 0.3% 12억원 초과 0.5% 이내 제로페이 수수료를 적용한다.경남도는 이러한 제로페이를 도입하려고 지난 7월 25일 중소벤처기업부와 서울시 등 5개 광역지자체 5개 민간 플랫폼사업자와 11개 은행이 소상공인 수수료 부담 제로 결제서비스 협약을 체결한 바 있다.그동안 결제 표준 제정 시스템 구축을 위한 민·관 협업 태스크포스(TF)에 참가해왔다.이달 들어서는 경남소상공인연합회와 함께 제로페이 가맹점을 모집하고 있다.제로페이 시행에 대해 소상공인들 반응은 대체로 긍정적이다.지난 24일 창원 상남시장에서 박원순 서울시장과 김경수 경남지사의 제로페이 확대 협약을 앞두고 경남소상공인연합회가 하루 정도 제로페이 가맹점 신청 접수에 나선 결과 200여명이 가입할 정도로 관심이 높다.제로페이 시범 운영단계를 거쳐 본격 도입되면 가맹점 수는 급속히 늘어날 전망이다.하지만 제로페이 성공 여부는 일반 소비자들이 얼마나 제로페이를 사용하느냐에 달렸다.수수료 부담이 없거나 줄어든다고 하더라도 소비자들이 제로페이 결제서비스를 이용하지 않으면 도입 효과가 없기 때문이다.이 때문에 중기부와 서울시 경남도 등은 강력한 소비자 유인책을 제시했다.연말정산 때 신용카드(15%) 체크카드(30%)보다 높은 소득공제율 40%를 적용한다는 것이다.제로페이를 사용하면 미술관 수목원 공용주차장 등 도내 공공시설 이용 시 할인 혜택도 줄 계획이다.경남에서만 사용할 수 있는 소상공인 전용 '경남 고향사랑 모바일 상품권'도 내년부터 200억원 규모로 발행한다.이런 유인책으로 도는 내년까지 도내 소상공인 21만개 업체 중 50% 이상 가맹점을 확보하고 2020년에는 80%까지 늘린다는 목표다. 그러나 소비자 입장에서는 신용카드 대신 굳이 제로페이를 선택할 이유가 충분치 않다.소비자는 신용카드로 결제할 때 수수료를 부담하지 않으므로 굳이 QR코드로 제로페이를 사용할 이유가 없고 신용카드처럼 포인트 적립이나 후불 결제도 없는 제로페이를 쓰기에는 아쉬운 측면이 있다.영세·중소가맹점에서 사용한 경우 결제 총액이 소득의 25%에 못 미쳐도 정부에서 소득공제 혜택을 줘야 한다는 제언이 나오는 이유다. 경남도 관계자는 ""소비자들이 어떻게든 QR코드 결제를 많이 해야 제로페이가 활성화된다""며 ""소득공제 최소 사용액 규정 완화 등은 중기부와 기획재정부 등이 협의를 해야 할 사안이고 포인트 적립 등도 본격 사업이 시작되면 가능할 것이다""고 기대했다. 이어 ""사업 초기에는 가맹점 확대와 제로페이 활성화에 공무원이 앞장서도록 권장하고 이후 민간업체가 안정적으로 운영하는 형태가 될 것이다""고 설명했다.임진태 경남소상공인연합회장은 ""시범사업을 앞두고 하루에 20∼30건 이상 제로페이 문의를 받을 정도고 소상공인 관심이 크다""며 ""찾아가는 가맹점 신청 접수로 가맹점을 최대한 늘리고 공무원 복지수당 중 20% 정도를 제로페이로 사용하도록 공무원노조와 협상을 벌이고 있다""고 전했다.그러면서 ""앞으로 제로페이 가맹점이 10만개를 넘어서고 제로페이 사용 빅데이터가 만들어지면 결제수단 생태계가 변화할 것이다""며 ""일단 정부와 지자체가 주도하는 사업이지만 시행착오를 최대한 줄여 제로페이를 안착시켜 소상공인에게 이익이 돌아가도록 하겠다""고 말했다.bong@yna.co.kr<저작권자(c) 연합뉴스 무단 전재-재배포 금지>"
삼바 분식회계 논란 2R 돌입..법원 판단따라 영향 불가피,http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181128104101664&section=&limit=30&page=1,"(서울=뉴스1) 양종곤 기자 = 삼성바이오로직스의 분식회계 의혹 무대가 법원으로 옮겨졌다. 분식회계 진위를 두고 치열한 법리 공방뿐만 아니라 결과에 따라 전방위 후폭풍이 예상된다. 삼성바이오는 지난 14일 금융위원회 산하 증권선물위원회의 '고의적 분식회계' 의결 조치에 대해 서울행정법원에 행정소송을 제기했다고 28일 밝혔다. 삼성바이오의 법적 대응은 증선위 결정 이후 예고된 절차였다. 증선위는 삼성바이오와 김태한 대표이사를 검찰에 고발했고 과징금 80억원의 중징계를 내렸다. 법정 공방은 결과에 따라 정부 회계 정치권·산업 등 전반에 큰 반향을 일으킬 수 있다. 법원이 삼성바이오의 주장을 받아들인다면 분식회계 판단을 한 정부는 역풍을 맞을 수 있다. 이미 바이오업계에선 '前 정부에서 문제없던 사안이 정권이 바뀌어 뒤집어졌다'고 불만이 표시하고 있다. 금융감독원이 지난 2016년 회계처리에 대해 '문제가 없다'는 결론을 내렸다는 게 근거다.법원 판단은 회계원칙의 근간을 흔들 수도 있다. 이미 당국의 회계 판단을 두고 학계에서도 해석이 충돌한다. 증선위 자문기구인 감리위원회 위원인 이한상 고려대 교수는 최근 자신의 페이스북에 ""증선위는 자본시장 투자자보호 한국경제까지 고민해 10차원 방정식을 푸는 곳""이라며 ""고의에 의한 분식회계 결정이 내려졌다면 숙고에 숙고를 거듭한 결정""이라고 평가했다.반면 바른사회시민회의가 27일 연 토론회에서 최준선 성균관대 법학전문대학원 교수는 ""회계가 곧 기업가치인 것으로 잘못 알아서 이 사달이 생긴 것""이라며 ""시장이 가치를 인정해 적자기업이라도 수조원의 시가총액이 생긴다""고 말했다. 정치권의 대리 공방도 치열하다. 삼성바이오 분식회계의 '스모킹건'이라고 불리는 삼성 내부 문건은 정치권을 통해 공개됐다. 지난 22일 정무위원회에서는 삼성바이오 청문회를 연상할 만큼 여야의 질문 공세가 이어진 상황은 이 사안에 대한 정치권의 태도를 보여준다. 그동안 바이오업계에선 삼성바이오의 분식회계 논란이 시작될 때부터 산업이 위축되는 결과를 초래할 수 있다는 논리를 폈다. 현 정부 출범 후 재계에서는 '재벌개혁이 지나치다'는 우려를 공공연하게 드러냈다. 일각에서는 삼성바이오 사태도 연장선이 아니냐는 시각을 내비치고 있어 법원의 판단을 주목한다.법원의 결론은 삼성바이오에 대한 검찰 수사에도 직·간접적인 영향을 미칠 수 있다. 삼성바이오 분식회계가 제일모직과 삼성물산을 도울 목적으로 진행됐다는 의혹이 검찰 수사를 통해 사실로 드러나면 이재용 삼성전자 부회장의 경영권 승계와 이 부회장의 대법원판결에도 영향을 줄 가능성이 있다.ggm11@news1.kr<저작권자 © 뉴스1코리아 무단전재 및 재배포 금지> "
"[올댓차이나]캐나다·멕시코, 중국과 FTA 체결 준비 착수",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181128104057663&section=&limit=30&page=1, 【서울=뉴시스】이재준 기자 = 미국과 갈등 끝에 새로운 북미자유무역협정(NAFTA)을 타결한 캐나다와 멕시코가 대미무역 의존도를 줄이기 위해 중국과 FTA를 체결하기 위한 준비에 본격 나섰다.닛케이 신문은 28일 캐나다와 멕시코가 중국과 무역전쟁을 벌이는 도널드 트럼프 미국 행정부가 새 NAFTA에 중국과 FTA를 맺는 것을 견제하는 조항을 추가했음에도 관련 검토를 시작했다고 전했다.캐나다와 멕시코는 미국 의존에서 벗어나고자 거대한 중국 시장을 노리기로 했으며 그를 실현하는 방안으로서 중국과 FTA를 모색하는 것으로 신문은 지적했다. 이와 관련 쥐스탱 트뤼도 캐나다 총리는 지난 15일 싱가포르에서 중국 리커창(李克强) 총리와 만나 교착 상태에 있는 양국 간 FTA 협의를 재개하기로 합의했다.트뤼도 총리는 트럼프 행정부와 NAFTA 재협상을 벌이는 과정에서 수출의 70~80%를 미국에 기대야 하는데 따른 리스크를 새삼 깨닫고 대중 무역 확대에 의욕을 보이고 있다.캐나다와 중국은 2016년 FTA 예비교섭을 개시하기로 합의했다. 지난해 실무협의를 거듭했지만 환경과 노동 문제 등에서 대립하면서 올해 들어선 교섭을 사실상 중단한 상태이다.멕시코도 중국과 FTA를 체결하는데 적극적인 자세를 보이고 있다. 내달 출범하는 안드레스 마누엘 로페스 오브라도르 대통령 정부는 4년 임기 중에 중국과 협상에 결실을 보겠다는 의향을 표시했다.칠레를 비롯한 다른 중남미 국가들이 중국과 FTA를 체결하고서 상당한 수혜를 받고 있는 점에서 멕시코는 큰 기대를 갖고 있다.하지만 미국 정부는 캐나다와 멕시코가 중국과 FTA를 맺는데 반대하는 입장을 취하고 있다.그래서 미국은 9월 말 타결한 새 NAFTA인 USMCA에  중국을 겨냥해 '비시장경제국'과 FTA를 체결할 경우 협상에 들어가기 3개월 전까지 다른 회원국에 통보하고 FTA 서명 30일 전까지 협정 전문을 공개하며 다른 회원국은 6개월 전 통지로 USMCA에서 이탈할 수 있다는 조항을 담도록 했다.yjjs@newsis.com 
"""집 값 급등세 잡혔지만""..연말 맞아 머리아픈 金 장관",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181128103741564&section=&limit=30&page=1,"[아시아경제 김현정 기자] 정부의 9ㆍ13 대책 발표 후 서울 및 수도권 아파트 값이 가파르게 오르는 '부동산 광풍' 현상이 누그러들었지만 연말을 맞은 김현미 국토교통부 장관(사진)의 표정이 밝아지기는 어려워보인다. 그간 '연내 결정ㆍ발표하겠다'고 공언했던 과제들과 관련해 성과를 내놓아야 할 시기가 다가오고 있기 때문이다. 최근 문재인 정부 국정 지지율이 하락세를 보이고 있는 가운데 사회적 논란이나 분열을 최소화할 수 있는 대책과 진단이 절실하다는 점도 부담이다.가장 큰 과제는 3기 신도시 택지지구 발표와 이와 연동된 2ㆍ3기 신도시 광역교통대책이다. 국토부는 지난 9월21일 '수도권 주택공급 확대 방안'을 발표하고 330만㎡ 이상 신도시 4~5곳을 추가로 조성한다고 밝힌 바 있다. 그러면서 1~2곳의 입지는 올해 안에 결정해 공개키로 했다. 특히 파주 운정 김포 한강 등 인프라가 미흡한 기존 2기 신도시 부동산에 대한 침체 우려가 제기되자 김 장관은 10월 국토부 국정감사 자리에서 ""3기 신도시 입지 발표와 함께 광역교통대책을 제시하겠다""고 공언했다.그러나 국토부가 3기 신도시와 관련해 제시한 조건(서울과 1기 신도시 사이)을 기준으로 거론되고 있는 지역의 인근 주민들이 신규택지 지정을 반대하는 여론을 형성하면서 적잖은 파장이 예고된 상태다. 주민들은 교통 등 미비한 인프라에 따른 생활 불편이나 추가 공급으로 인한 집값 하락 등을 우려하고 있다.10년 공공임대주택 지원방안도 국토부는 다음 달까지 해법을 내놓기로 했다. 이는 내년부터 본격적으로 분양전환이 이뤄지는 성남 판교 신도시의 공공임대주택 입주민들이 분양전환가 산정방식을 5년 임대(조정원가와 감정평가액의 산술평균)와 동일하게 해달라는 주장이 나오면서다. 2003년 첫 도입 때부터 계약서상 분양전환가를 '감정평가 금액'이라고 명시했는데 판교 집값이 급등하면서 감정평가 금액 역시 치솟은 것. 입주민들은 청와대 국민청원에 이 같은 요구사항을 게재해 2만건에 육박하는 동의를 얻었으며 11월 현재도 100여건의 유사한 청원이 지속적으로 올라오고 있다.국토부는 분양전환가 산정방식을 조정하긴 어렵지만 한국토지주택공사(LH)가 해당 주택을 재매입해 다시 임차인에게 빌려주는 방안을 검토 중이다. 그러나 이 방안 역시 벌써부터 ""집값 상승 등이 우려돼 공공임대주택에 들어가지 않기로 결정한 사람들도 있다. 계약서대로 이행해야 한다""는 반대여론에 부딪힌 상태다.올해 7월부터 끊임없이 논란이 된 BMW 차량 화재사고에 대한 뚜렷한 해결방안도 아직 제시하지 못했다. 7월에서야 민관합동조사단이 ""EGR 밸브가 화재와 관련이 있다""는 중간조사 결과를 발표했을 뿐 정확한 원인과 후속 대책 마련은 요원하다. 그 사이 화재 사고가 잇따라 이달에만 부산 경남 창원 전북 임실 경기도 이천 강원도 정선 등에서 다섯 차례 이상 달리던 BMW 차량에서 불이났다. 이 밖에 6월 김 장관이 취임 1주년 기념 간담회에서 강조했던 수도권광역급행철도(GTX) A노선의 연내 착공도 올해를 넘길 가능성이 높다. 산적한 과제를 일부 내년으로 넘긴다 해도 김 장관에게는 시간이 많지 않다. 현역 의원인 김 장관은 2020년 4월 예정인 21대 총선에 출마하겠다는 뜻을 공공연하게 밝혀왔다. 때문에 청와대의 추가 개각을 거쳐 내년 상반기 국토부 장관이 교체될 수 있다는 얘기도 나온다.김현정 기자 alphag@asiae.co.kr"
"그린피스 ""미세먼지 저감 위해 석탄 화력발전소 투자중단하라""",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181128103455459&section=&limit=30&page=1,"(서울=연합뉴스) 김기훈 기자 = 국제환경단체 그린피스는 28일 미세먼지 저감을 위해 한국의 해외 석탄 화력발전소 투자 중단을 촉구했다.그린피스 활동가들은 이날 서울 광화문광장에 거대 석탄 화력발전소 모형을 설치하고 시민들에게 검은 솜사탕을 나눠주는 캠페인을 벌였다.그린피스는 ""석탄발전소에서 비롯된 미세먼지 등의 대기오염 문제는 한국뿐만 아니라 전 세계 시민이 고통받는 문제""라며 ""석탄발전소에서 발생하는 대기오염의 위험성을 간접적으로나마 체험하는 시간을 갖고자 이번 행사를 마련했다""고 설명했다.이들은 ""한국 정부는 2017년 국내에 더는 신규 석탄발전소를 짓지 않겠다고 약속했지만 국외 석탄 투자는 멈추지 않았다""고 지적했다.이어 ""지난 10년간 한국수출입은행 무역보험공사 산업은행 등 공적 금융기관 3사가 해외 석탄발전소 건설에 투자한 금액은 무려 10조원이 넘는다""며 ""세금으로 운영되는 공적 금융기관은 석탄발전소가 아닌 재생가능에너지 산업 확대에 투자해야 한다""고 주장했다.kihun@yna.co.kr<저작권자(c) 연합뉴스 무단 전재-재배포 금지>"
"정부, '자녀 우선 채용' 단체협약 유지 대기업 6곳에 제동",http://m.finance.daum.net/m/news/news_content.daum?type=main&sub_type=&docid=MD20181128094320436&section=&limit=30&page=2,"(서울=연합뉴스) 김승욱 기자 = 정년 퇴직자 등의 자녀를 우선 채용하도록 하는 단체협약을 유지 중인 일부 대기업에 대해 정부가 제동을 걸었다.28일 고용노동부에 따르면 정부는 이런 내용의 단체협약을 지닌 현대자동차 롯데정밀화학 금호타이어 S&T중공업 두산메카텍 현대로템 등 6개 대기업에 대해 단체협약 자율 개선을 권고했다.하지만 약 1개월의 기한에도 개선하겠다는 입장을 전달받지 못하자 고용노동부는 최근 노동위원회에 이들 6개 기업의 위법성을 판단해달라고 요청했다.고용노동부 관계자는 ""전례로 볼 때 이 정도 사안이면 위법하다고 노동위원회가 판단할 것으로 보고 있다""며 ""의결이 되면 해당 기업들에 시정명령을 내릴 것""이라고 전했다.기업 노사가 시정명령도 거부하면 정부는 사법 조치를 취한다.ksw08@yna.co.kr<저작권자(c) 연합뉴스 무단 전재-재배포 금지>"
